Age,Age_Group,Attrition,Department,Job Role,Gender,Monthly Income,Salary_Band,TotalWorkingYears,Years At Company,Experience_Group
52,46,No,Research & Development,Research Scientist,Male,4258,Medium,5,4,4-7 Years
52,46,No,Research & Development,Research Scientist,Male,5577,Medium,18,10,15+ Years
52,46,No,Sales,Manager,Male,16856,High,34,34,15+ Years
52,46,No,Sales,Manager,Male,19068,High,33,33,15+ Years
52,46,No,Sales,Sales Representative,Male,3482,Medium,16,9,15+ Years
52,46,Yes,Research & Development,Research Scientist,Male,4941,Medium,11,8,8-15 Years
52,46,Yes,Sales,Manager,Female,19845,High,33,32,15+ Years
52,46,Yes,Sales,Sales Executive,Male,8446,High,10,8,8-15 Years
53,46,No,Research & Development,Healthcare Representative,Male,7005,High,11,4,8-15 Years
53,46,No,Research & Development,Laboratory Technician,Male,2450,Low,19,2,15+ Years
53,46,No,Research & Development,Manager,Female,18606,High,26,7,15+ Years
53,46,No,Research & Development,Manager,Female,19094,High,26,14,15+ Years
53,46,No,Research & Development,Manufacturing Director,Female,4450,Medium,5,4,4-7 Years
53,46,No,Research & Development,Manufacturing Director,Female,12965,High,27,3,15+ Years
53,46,No,Research & Development,Research Director,Female,14275,High,33,12,15+ Years
53,46,No,Research & Development,Research Director,Male,14814,High,32,5,15+ Years
53,46,No,Research & Development,Research Director,Male,16598,High,35,9,15+ Years
53,46,No,Research & Development,Research Director,Male,17584,High,21,5,15+ Years
53,46,No,Sales,Manager,Female,15427,High,31,25,15+ Years
53,46,No,Sales,Manager,Male,14852,High,22,17,15+ Years
53,46,No,Sales,Sales Executive,Female,7525,High,30,15,15+ Years
53,46,No,Sales,Sales Executive,Female,8381,High,18,14,15+ Years
53,46,No,Sales,Sales Executive,Female,10934,High,35,5,15+ Years
53,46,No,Sales,Sales Executive,Male,11836,High,28,2,15+ Years
53,46,No,Sales,Sales Representative,Male,2306,Low,13,7,8-15 Years
53,46,Yes,Research & Development,Manufacturing Director,Female,10169,High,34,33,15+ Years
53,46,Yes,Sales,Sales Executive,Male,10448,High,15,2,8-15 Years
54,46,No,Human Resources,Human Resources,Male,10725,High,16,9,15+ Years
54,46,No,Human Resources,Manager,Female,17328,High,23,5,15+ Years
54,46,No,Research & Development,Laboratory Technician,Female,3780,Medium,19,1,15+ Years
54,46,No,Research & Development,Manager,Female,16032,High,26,14,15+ Years
54,46,No,Research & Development,Manager,Female,17426,High,36,10,15+ Years
54,46,No,Research & Development,Manufacturing Director,Female,4440,Medium,9,5,8-15 Years
54,46,No,Research & Development,Manufacturing Director,Female,5485,Medium,9,5,8-15 Years
54,46,No,Research & Development,Manufacturing Director,Female,10502,High,33,5,15+ Years
54,46,No,Research & Development,Manufacturing Director,Female,10739,High,22,10,15+ Years
54,46,No,Research & Development,Research Director,Female,13549,High,16,4,15+ Years
54,46,No,Research & Development,Research Director,Female,17328,High,29,20,15+ Years
54,46,No,Research & Development,Research Director,Male,17779,High,36,10,15+ Years
54,46,No,Research & Development,Research Director,Male,19406,High,24,4,15+ Years
54,46,No,Research & Development,Research Scientist,Female,2897,Low,9,4,8-15 Years
54,46,No,Research & Development,Research Scientist,Female,4869,Medium,20,4,15+ Years
54,46,No,Research & Development,Research Scientist,Female,6854,Medium,14,7,8-15 Years
54,46,No,Sales,Sales Executive,Female,5940,Medium,16,6,15+ Years
54,46,No,Sales,Sales Executive,Female,10686,High,13,9,8-15 Years
55,46,No,Human Resources,Manager,Male,19636,High,35,10,15+ Years
55,46,No,Research & Development,Healthcare Representative,Male,4035,Medium,4,3,4-7 Years
55,46,No,Research & Development,Healthcare Representative,Male,6385,Medium,17,8,15+ Years
55,46,No,Research & Development,Healthcare Representative,Male,13577,High,34,33,15+ Years
55,46,No,Research & Development,Laboratory Technician,Male,5415,Medium,12,10,8-15 Years
55,46,No,Research & Development,Manager,Female,14756,High,21,5,15+ Years
55,46,No,Research & Development,Manager,Female,16659,High,30,5,15+ Years
55,46,No,Research & Development,Manager,Female,19187,High,23,19,15+ Years
55,46,No,Research & Development,Manager,Male,16756,High,31,9,15+ Years
55,46,No,Research & Development,Manager,Male,19045,High,37,36,15+ Years
55,46,No,Research & Development,Manufacturing Director,Male,10976,High,23,3,15+ Years
55,46,No,Research & Development,Research Director,Male,14732,High,31,7,15+ Years
55,46,No,Research & Development,Research Director,Male,18722,High,36,24,15+ Years
55,46,No,Research & Development,Research Director,Male,19038,High,34,1,15+ Years
55,46,No,Research & Development,Research Scientist,Male,2662,Low,19,5,15+ Years
55,46,No,Research & Development,Research Scientist,Male,3537,Medium,8,4,8-15 Years
55,46,No,Sales,Manager,Female,16835,High,37,10,15+ Years
55,46,No,Sales,Manager,Male,19586,High,36,36,15+ Years
55,46,No,Sales,Sales Executive,Male,10239,High,24,1,15+ Years
55,46,Yes,Research & Development,Manager,Male,19859,High,24,5,15+ Years
55,46,Yes,Sales,Sales Executive,Male,5160,Medium,12,9,8-15 Years
55,46,Yes,Sales,Sales Executive,Male,13695,High,24,19,15+ Years
56,46,No,Human Resources,Manager,Male,19717,High,36,7,15+ Years
56,46,No,Research & Development,Healthcare Representative,Male,6306,Medium,13,13,8-15 Years
56,46,No,Research & Development,Healthcare Representative,Male,11103,High,30,10,15+ Years
56,46,No,Research & Development,Manager,Female,19943,High,28,5,15+ Years
56,46,No,Research & Development,Manufacturing Director,Male,7260,High,37,6,15+ Years
56,46,No,Research & Development,Manufacturing Director,Male,13402,High,33,19,15+ Years
56,46,No,Research & Development,Research Scientist,Female,2066,Low,5,3,4-7 Years
56,46,No,Research & Development,Research Scientist,Female,2942,Low,18,5,15+ Years
56,46,No,Research & Development,Research Scientist,Female,4257,Medium,19,2,15+ Years
56,46,No,Sales,Sales Executive,Female,5380,Medium,6,0,4-7 Years
56,46,No,Sales,Sales Executive,Female,13212,High,36,7,15+ Years
56,46,Yes,Research & Development,Laboratory Technician,Male,2339,Low,14,10,8-15 Years
56,46,Yes,Research & Development,Laboratory Technician,Male,2587,Low,5,4,4-7 Years
56,46,Yes,Research & Development,Research Scientist,Female,4963,Medium,7,5,4-7 Years
57,46,No,Research & Development,Healthcare Representative,Male,6755,Medium,15,3,8-15 Years
57,46,No,Research & Development,Healthcare Representative,Male,9439,High,12,5,8-15 Years
57,46,No,Research & Development,Research Scientist,Male,4900,Medium,13,12,8-15 Years
57,46,No,Sales,Manager,Male,14118,High,32,1,15+ Years
58,46,No,Research & Development,Healthcare Representative,Female,10552,High,24,6,15+ Years
58,46,No,Research & Development,Healthcare Representative,Male,5660,Medium,12,5,8-15 Years
58,46,No,Research & Development,Research Director,Female,19701,High,32,9,15+ Years
58,46,No,Research & Development,Research Director,Male,15787,High,23,2,15+ Years
58,46,No,Research & Development,Research Scientist,Female,3346,Medium,9,1,8-15 Years
58,46,No,Research & Development,Research Scientist,Male,2372,Low,2,2,0-3 Years
58,46,No,Sales,Manager,Female,17875,High,29,1,15+ Years
58,46,No,Sales,Manager,Male,16291,High,37,16,15+ Years
58,46,No,Sales,Sales Executive,Male,13872,High,38,37,15+ Years
58,46,Yes,Research & Development,Healthcare Representative,Female,10312,High,40,40,15+ Years
58,46,Yes,Research & Development,Laboratory Technician,Male,2380,Low,3,1,0-3 Years
58,46,Yes,Research & Development,Manufacturing Director,Female,10008,High,31,10,15+ Years
58,46,Yes,Research & Development,Research Director,Male,19246,High,40,31,15+ Years
58,46,Yes,Research & Development,Research Scientist,Male,2479,Low,7,1,4-7 Years
59,46,No,Human Resources,Human Resources,Male,2267,Low,7,2,4-7 Years
59,46,No,Human Resources,Manager,Female,18844,High,30,3,15+ Years
59,46,No,Research & Development,Laboratory Technician,Female,2670,Low,12,1,8-15 Years
59,46,No,Research & Development,Manufacturing Director,Female,13726,High,30,5,15+ Years
59,46,No,Research & Development,Manufacturing Director,Male,10512,High,25,9,15+ Years
59,46,No,Research & Development,Research Scientist,Male,2177,Low,7,1,4-7 Years
59,46,No,Sales,Manager,Male,11904,High,14,6,8-15 Years
59,46,No,Sales,Sales Executive,Female,5171,Medium,13,6,8-15 Years
59,46,No,Sales,Sales Executive,Female,5473,Medium,20,4,15+ Years
59,46,No,Sales,Sales Executive,Female,7637,High,28,21,15+ Years
60,46,No,Research & Development,Healthcare Representative,Male,10883,High,19,1,15+ Years
60,46,No,Research & Development,Manager,Female,19566,High,33,29,15+ Years
60,46,No,Sales,Sales Executive,Female,10266,High,22,18,15+ Years
60,46,No,Sales,Sales Executive,Male,5220,Medium,12,11,8-15 Years
60,46,No,Sales,Sales Executive,Male,5405,Medium,10,2,8-15 Years
